_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,copy_the_company_name_from_the_text,enter_date_here_mmddyyyy,enter_time_here_hhmm_pmam,please_select_the_event_type,select_fiscal_year,select_the_fiscal_period_check_as_many_as_it_applies,select_timezone,copy_the_company_name_from_the_text_gold,enter_date_here_mmddyyyy_gold,enter_time_here_hhmm_pmam_gold,event_text,id,please_select_the_event_type_gold,select_fiscal_year_gold,select_the_fiscal_period_check_as_many_as_it_applies_gold,select_timezone_gold,url,url_id
3085620691,7/29/2021 13:13,6138199088,7/29/2021 12:59,FALSE,cf_internal,0.9384,45232718,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/5/2020,16:30,Earnings_Call,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Nov 5, 2020 4:30 pm EDT Third Quarter 2020 Earnings Conference Call",8,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620691,7/29/2021 13:45,6138284679,7/29/2021 13:32,FALSE,cf_internal,1,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/5/2020,16:30,Earnings_Call,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Nov 5, 2020 4:30 pm EDT Third Quarter 2020 Earnings Conference Call",8,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620692,7/29/2021 13:06,6138180708,7/29/2021 12:58,FALSE,cf_internal,1,45968379,IN,West Bengal,Kolkata,202.142.71.42,NONE,8/6/2020,15:00,Earnings_Call,2020,Quarter 2/Q2,EDT/EST/ET,,,,"Aug 6, 2020 3:00 pm EDT Second Quarter 2020 Earnings Conference Call",9,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620692,7/29/2021 14:00,6138300207,7/29/2021 13:40,FALSE,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,8/6/2020,15:00,Earnings_Call,2020,Quarter 2/Q2,EDT/EST/ET,,,,"Aug 6, 2020 3:00 pm EDT Second Quarter 2020 Earnings Conference Call",9,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620692,7/29/2021 14:01,6138300434,7/29/2021 13:45,FALSE,cf_internal,1,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,8/6/2020,15:00,Earnings_Call,2020,Quarter 2/Q2,EDT/EST/ET,,,,"Aug 6, 2020 3:00 pm EDT Second Quarter 2020 Earnings Conference Call",9,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620693,7/29/2021 10:26,6137700899,7/29/2021 10:05,FALSE,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,6/11/2021,8:30,Shareholder_Meeting,None,None/Other,EDT/EST/ET,,,,"Special Meeting of Stockholders Jun 11, 2021 at 8:30 AM EDT Shareholder control number required to join Listen to Webcast",10,,,,,https://www.aboutstay.com/news-releases/events,3
3085620693,7/29/2021 10:47,6137735169,7/29/2021 10:22,FALSE,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,NONE,6/11/2021,8:30,Shareholder_Meeting,None,None/Other,EDT/EST/ET,,,,"Special Meeting of Stockholders Jun 11, 2021 at 8:30 AM EDT Shareholder control number required to join Listen to Webcast",10,,,,,https://www.aboutstay.com/news-releases/events,3
3085620693,7/29/2021 11:08,6137799916,7/29/2021 10:52,FALSE,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,6/11/2021,8:30,Shareholder_Meeting,None,None/Other,EDT/EST/ET,,,,"Special Meeting of Stockholders Jun 11, 2021 at 8:30 AM EDT Shareholder control number required to join Listen to Webcast",10,,,,,https://www.aboutstay.com/news-releases/events,3
3085620694,7/29/2021 10:46,6137732835,7/29/2021 10:26,FALSE,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,2/26/2021,8:30,Earnings_Release,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620694,7/29/2021 11:05,6137790661,7/29/2021 10:47,FALSE,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,NONE,2/26/2021,8:30,Earnings_Release,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620694,7/29/2021 11:33,6137888530,7/29/2021 11:10,FALSE,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,2/26/2021,8:30,Earnings_Release,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,7/29/2021 12:58,6138151643,7/29/2021 12:52,FALSE,cf_internal,1,45968379,IN,West Bengal,Kolkata,202.142.71.42,NONE,11/10/2020,8:30,Earnings_Release,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,7/29/2021 13:46,6138285779,7/29/2021 13:33,FALSE,cf_internal,0.9384,45232718,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/10/2020,8:30,Earnings_Release,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,7/29/2021 13:54,6138294209,7/29/2021 13:39,FALSE,cf_internal,1,44568547,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/10/2020,8:30,Earnings_Release,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 9:21,6135969024,7/28/2021 9:14,FALSE,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,STIFEL,6/10/2020,9:20,Conference,None,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 9:58,6135990758,7/28/2021 9:53,FALSE,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,STIFEL,6/10/2020,9:20,Conference,2020,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 11:01,6136038625,7/28/2021 10:54,FALSE,cf_internal,1,46420152,IN,West Bengal,Kolkata,14.99.28.194,STIFEL,6/10/2020,9:20,Conference,2020,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 12:43,6136216781,7/28/2021 12:34,FALSE,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,STIFEL,6/10/2020,9:20,Conference,None,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,7/29/2021 10:46,6137732825,7/29/2021 10:26,FALSE,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,5/7/2020,8:30,Earnings_Release,2020,Quarter 1/Q1,EDT/EST/ET,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,7/29/2021 11:05,6137790651,7/29/2021 10:47,FALSE,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,NONE,5/7/2020,8:30,Earnings_Release,2020,Quarter 1/Q1,EDT/EST/ET,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,7/29/2021 11:33,6137888529,7/29/2021 11:10,FALSE,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,5/7/2020,8:30,Earnings_Release,2020,Quarter 1/Q1,EDT/EST/ET,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620698,7/27/2021 20:25,6135118731,7/27/2021 20:13,FALSE,cf_internal,1,46496807,US,California,Mountain View,107.128.214.232,NONE,7/23/2021,9:00,Earnings_Release,2021,Quarter 2/Q2,CDT/CST/CT,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620698,7/27/2021 23:22,6135400146,7/27/2021 23:16,FALSE,cf_internal,1,46540135,HK,Hong Kong,,103.135.249.136,NONE,7/23/2021,9:00,Earnings_Release,2021,Quarter 2/Q2,CDT/CST/CT,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620698,7/28/2021 8:06,6135925443,7/28/2021 7:52,FALSE,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,7/23/2021,9:00,Earnings_Release,2021,Quarter 2/Q2,CDT/CST/CT,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,7/29/2021 14:13,6138311596,7/29/2021 14:03,FALSE,cf_internal,1,44568547,IN,West Bengal,Kolkata,223.31.230.39,NONE,10/25/2021,9:00,Earnings_Release,2021,Quarter 3/Q3,CDT/CST/CT,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,7/29/2021 14:15,6138313057,7/29/2021 14:01,FALSE,cf_internal,1,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,10/25/2021,9:00,Earnings_Release,2021,Quarter 3/Q3,CDT/CST/CT,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,7/29/2021 14:34,6138327777,7/29/2021 14:18,FALSE,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,10/25/2021,9:00,Earnings_Release,2021,Quarter 3/Q3,CDT/CST/CT,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,7/28/2021 10:23,6136008324,7/28/2021 10:16,FALSE,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,BERNSTEIN,6/3/2021,10:00,Conference,2021,None/Other,CDT/CST/CT,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,7/28/2021 11:43,6136076817,7/28/2021 11:34,FALSE,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,BERNSTEIN,6/3/2021,10:00,Conference,2021,None/Other,CDT/CST/CT,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,7/28/2021 12:40,6136209889,7/28/2021 12:37,FALSE,cf_internal,1,46420152,IN,West Bengal,Kolkata,14.99.28.194,BERNSTEIN,6/3/2021,10:00,Conference,2021,None/Other,CDT/CST/CT,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 9:27,6135972805,7/28/2021 9:22,FALSE,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,NONE,4/29/2021,9:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 10:27,6136011465,7/28/2021 10:22,FALSE,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,4/29/2021,9:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 11:11,6136046978,7/28/2021 11:01,FALSE,cf_internal,1,46420152,IN,West Bengal,Kolkata,14.99.28.194,NONE,4/29/2021,9:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 13:09,6136306889,7/28/2021 12:58,FALSE,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,4/29/2021,9:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,7/29/2021 14:13,6138311603,7/29/2021 14:03,FALSE,cf_internal,1,44568547,IN,West Bengal,Kolkata,223.31.230.39,NONE,4/23/2021,9:00,Earnings_Release,2021,Quarter 1/Q1,CDT/CST/CT,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,7/29/2021 14:15,6138313073,7/29/2021 14:01,FALSE,cf_internal,1,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,4/23/2021,9:00,Earnings_Release,2021,Quarter 1/Q1,CDT/CST/CT,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,7/29/2021 14:34,6138327760,7/29/2021 14:18,FALSE,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,4/23/2021,9:00,Earnings_Release,2021,Quarter 1/Q1,CDT/CST/CT,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620703,7/28/2021 10:10,6135998282,7/28/2021 10:05,FALSE,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,SUTRO BIOPHARMA,6/15/2021,7:09,Conference,None,None/Other,EDT/EST/ET,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620703,7/28/2021 11:23,6136057445,7/28/2021 11:10,FALSE,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,SUTRO BIOPHARMA,6/15/2021,7:09,Conference,None,None/Other,EDT/EST/ET,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620703,7/28/2021 12:33,6136181622,7/28/2021 12:28,FALSE,cf_internal,1,46420152,IN,West Bengal,Kolkata,14.99.28.194,SUTRO BIOPHARMA,6/15/2021,7:09,Conference,None,None/Other,EDT/EST/ET,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620704,7/28/2021 10:10,6135998286,7/28/2021 10:05,FALSE,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,JMP SECURITIES,6/17/2021,15:30,Conference,2021,None/Other,EDT/EST/ET,,,,"JUN 17, 2021 3:30 PM EDT JMP Securities Life Sciences Conference",21,,,,,https://ir.sutrobio.com/company-information/presentations,5
