_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,copy_the_company_name_from_the_text,copy_the_company_name_from_the_text:confidence,enter_date_here_mmddyyyy,enter_date_here_mmddyyyy:confidence,enter_time_here_hhmm_pmam,enter_time_here_hhmm_pmam:confidence,please_select_the_event_type,please_select_the_event_type:confidence,select_fiscal_year,select_fiscal_year:confidence,select_the_fiscal_period_check_as_many_as_it_applies,select_the_fiscal_period_check_as_many_as_it_applies:confidence,select_timezone,select_timezone:confidence,copy_the_company_name_from_the_text_gold,enter_date_here_mmddyyyy_gold,enter_time_here_hhmm_pmam_gold,event_text,id,please_select_the_event_type_gold,select_fiscal_year_gold,select_the_fiscal_period_check_as_many_as_it_applies_gold,select_timezone_gold,url,url_id
3085620694,finalized,3,7/29/2021 11:33:47,NONE,1.0,02/26/2021,1.0,08:30,1.0,Earnings_Release,1.0,2020,1.0,Quarter 4/Q4,1.0,EDT/EST/ET,1.0,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,finalized,3,7/29/2021 13:54:39,NONE,1.0,11/10/2020,1.0,08:30,1.0,Earnings_Release,1.0,2020,1.0,Quarter 3/Q3,1.0,EDT/EST/ET,1.0,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,finalized,4,7/28/2021 12:43:38,STIFEL,1.0,06/10/2020,1.0,09:20,1.0,Conference,1.0,2020,0.5042,None/Other,1.0,EDT/EST/ET,1.0,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,finalized,3,7/29/2021 11:33:47,NONE,1.0,05/07/2020,1.0,08:30,1.0,Earnings_Release,1.0,2020,1.0,Quarter 1/Q1,1.0,EDT/EST/ET,1.0,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620698,finalized,3,7/28/2021 08:06:54,NONE,1.0,07/23/2021,1.0,09:00,1.0,Earnings_Release,1.0,2021,1.0,Quarter 2/Q2,1.0,CDT/CST/CT,1.0,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,finalized,3,7/29/2021 14:34:35,NONE,1.0,10/25/2021,1.0,09:00,1.0,Earnings_Release,1.0,2021,1.0,Quarter 3/Q3,1.0,CDT/CST/CT,1.0,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,finalized,3,7/28/2021 12:40:47,BERNSTEIN,1.0,06/03/2021,1.0,10:00,1.0,Conference,1.0,2021,1.0,None/Other,1.0,CDT/CST/CT,1.0,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,finalized,4,7/28/2021 13:09:59,NONE,1.0,04/29/2021,1.0,09:00,1.0,Shareholder_Meeting,1.0,2021,1.0,Annual/Yearly,1.0,CDT/CST/CT,1.0,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,finalized,3,7/29/2021 14:34:35,NONE,1.0,04/23/2021,1.0,09:00,1.0,Earnings_Release,1.0,2021,1.0,Quarter 1/Q1,1.0,CDT/CST/CT,1.0,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620703,finalized,3,7/28/2021 12:33:13,SUTRO BIOPHARMA,1.0,06/15/2021,1.0,07:09,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620704,finalized,3,7/28/2021 12:33:13,JMP SECURITIES,1.0,06/17/2021,1.0,15:30,1.0,Conference,1.0,None,0.6729,None/Other,1.0,EDT/EST/ET,1.0,,,,"JUN 17, 2021 3:30 PM EDT JMP Securities Life Sciences Conference",21,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620705,finalized,3,7/28/2021 11:23:37,RAYMOND JAMES,1.0,06/23/2021,0.6729,10:40,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"JUN 23, 2021 10:40 AM EDT Raymond James Human Health Innovation Conference",22,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620706,finalized,3,7/28/2021 08:06:54,NONE,1.0,06/03/2021,1.0,10:00,1.0,Shareholder_Meeting,1.0,2021,0.6825,Annual/Yearly,0.6825,PDT/PST/PT,1.0,,,,"JUN 3, 2021 10:00 AM PDT 2021 Annual Meeting of Stockholders",23,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620707,finalized,3,7/29/2021 10:36:10,JEFFERIES,1.0,06/02/2021,1.0,16:30,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"JUN 2, 2021 4:30 PM EDT Jefferies Virtual Healthcare Conference",24,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620708,finalized,3,7/29/2021 12:22:21,SWITCH INC.,0.6703,08/05/2021,1.0,17:00,1.0,Earnings_Call,1.0,2021,1.0,Quarter 2/Q2,1.0,EDT/EST/ET,1.0,,,,"August 05, 2021 5:00 PM ET 	 Switch Inc. Second Quarter 2021 Earnings Conference Call  Webcast",25,,,,,https://investors.switch.com/events-and-presentations,6
3085620709,finalized,3,7/29/2021 11:48:17,CREDIT SUISSE,1.0,06/15/2021,1.0,11:55,1.0,Conference,1.0,None,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"June 15, 2021 11:55 AM ET 	 Credit Suisse 23rd Annual Communications Conference  Webcast",26,,,,,https://investors.switch.com/events-and-presentations,6
3085620710,finalized,3,7/28/2021 11:23:37,STIFEL,1.0,06/09/2021,0.6729,15:20,1.0,Conference,1.0,2021,0.6757,None/Other,1.0,EDT/EST/ET,1.0,,,,"June 09, 2021 3:20 PM ET 	 Stifel 2021 Cross Sector Insight Conference  Webcast",27,,,,,https://investors.switch.com/events-and-presentations,6
3085620711,finalized,3,7/29/2021 13:45:18,COWEN,1.0,06/02/2021,1.0,15:50,1.0,Conference,1.0,None,1.0,Annual/Yearly,0.6806,EDT/EST/ET,0.6806,,,,"June 02, 2021 3:50 PM ET 	 Cowen 49th Annual Technology, Media & Telecom Conference  Webcast",28,,,,,https://investors.switch.com/events-and-presentations,6
3085620712,finalized,3,7/29/2021 14:34:35,WILLIAM BLAIR,1.0,06/01/2021,1.0,15:00,1.0,Conference,1.0,None,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"June 01, 2021 3:00 PM ET 	 William Blair 41st Annual Growth Stock Conference  Webcast",29,,,,,https://investors.switch.com/events-and-presentations,6
3085620713,finalized,3,7/29/2021 10:36:10,CRAIG-HALLUM,1.0,06/02/2021,1.0,,,Conference,1.0,None,1.0,Annual/Yearly,1.0,None,1.0,,,,"JUNE 2, 2021 Craig-Hallum 18th Annual Institutional Investor Conference",30,,,,,"https://ir.stockpr.com/infusystem/ir-calendar?InfuSystem%20Holdings,%20Inc.%20Third%20Quarter%202019%20Financial%20Results%20Conference%20CallNovember%2013,%202019%20%E2%80%A2%209:00%20am%20ET",7
3085620714,finalized,4,7/28/2021 13:48:08,NONE,1.0,05/18/2021,1.0,09:00,1.0,Shareholder_Meeting,1.0,2021,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"MAY 18, 2021 • 9:00AM ET 2021 Annual Meeting of Stockholders",31,,,,,"https://ir.stockpr.com/infusystem/ir-calendar?InfuSystem%20Holdings,%20Inc.%20Third%20Quarter%202019%20Financial%20Results%20Conference%20CallNovember%2013,%202019%20%E2%80%A2%209:00%20am%20ET",7
3085620715,finalized,3,7/29/2021 09:21:23,"INFUSYSTEM HOLDINGS, INC.",0.6738,05/06/2021,1.0,09:00,1.0,Earnings_Call,1.0,2021,1.0,Quarter 1/Q1,1.0,EDT/EST/ET,1.0,,,,"MAY 6, 2021 • 9:00AM ET InfuSystem Holdings, Inc. First Quarter 2021 Financial Results Conference Call",32,,,,,"https://ir.stockpr.com/infusystem/ir-calendar?InfuSystem%20Holdings,%20Inc.%20Third%20Quarter%202019%20Financial%20Results%20Conference%20CallNovember%2013,%202019%20%E2%80%A2%209:00%20am%20ET",7
3085620716,finalized,3,7/29/2021 13:04:36,SIDOTI,1.0,03/25/2021,1.0,09:15,1.0,Conference,1.0,2021,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"MARCH 25, 2021 • 9:15AM ET Sidoti’s Spring 2021 Virtual Conference",33,,,,,"https://ir.stockpr.com/infusystem/ir-calendar?InfuSystem%20Holdings,%20Inc.%20Third%20Quarter%202019%20Financial%20Results%20Conference%20CallNovember%2013,%202019%20%E2%80%A2%209:00%20am%20ET",7
3085620717,finalized,3,7/29/2021 14:01:02,CRAIG-HALLUM,1.0,06/02/2021,1.0,,,Conference,1.0,None,1.0,Annual/Yearly,1.0,None,1.0,,,,"JUNE 2, 2021 Craig-Hallum 18th Annual Institutional Investor Conference",34,,,,,"https://ir.stockpr.com/infusystem/ir-calendar?InfuSystem%20Holdings,%20Inc.%20Third%20Quarter%202019%20Financial%20Results%20Conference%20CallNovember%2013,%202019%20%E2%80%A2%209:00%20am%20ET",7
3085620718,finalized,3,7/29/2021 13:32:44,JUNIPER NETWORKS,1.0,07/27/2021,1.0,14:00,1.0,Earnings_Call,0.6597,2021,1.0,Quarter 2/Q2,1.0,PDT/PST/PT,1.0,,,,"Jul 27, 2021 02:00 PM PT	 Juniper Networks Q2 2021 Financial Results Conference Call Webcast",35,,,,,https://investor.juniper.net/investor-relations/events/default.aspx,9
3085620719,finalized,3,7/29/2021 10:21:31,BOFA,1.0,06/08/2021,1.0,13:00,1.0,Conference,1.0,2021,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Jun 08, 2021 1:00 PM ET BofA 2021 Global Technology Conference Webcast",36,,,,,https://investor.juniper.net/investor-relations/events/default.aspx,9
3085620720,finalized,3,7/29/2021 12:22:21,EVERCORE,0.6703,06/07/2021,1.0,11:00,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Jun 07, 2021 11:00 AM ET Evercore ISI TMT Virtual Conference Webcast",37,,,,,https://investor.juniper.net/investor-relations/events/default.aspx,9
3085620721,finalized,3,7/28/2021 12:37:11,COWEN,1.0,06/01/2021,1.0,13:10,1.0,Conference,1.0,None,1.0,Annual/Yearly,0.6757,EDT/EST/ET,1.0,,,,"Jun 01, 2021 1:10 PM ET Cowen 49th Annual Media & Telecom Conference Webcast",38,,,,,https://investor.juniper.net/investor-relations/events/default.aspx,9
3085620722,finalized,3,7/29/2021 13:32:44,J.P. MORGAN,1.0,05/24/2021,1.0,14:45,0.6806,Conference,1.0,None,1.0,Annual/Yearly,0.6806,EDT/EST/ET,1.0,,,,"May 24, 2021 2:45 PM ET J.P. Morgan 49th Annual Global Technology, Media and Communications Conference Webcast",39,,,,,https://investor.juniper.net/investor-relations/events/default.aspx,9
3085620723,finalized,3,7/29/2021 13:54:39,COWEN,1.0,06/01/2021,1.0,09:40,1.0,Conference,1.0,None,1.0,Annual/Yearly,0.6806,EDT/EST/ET,0.6806,,,,"Cowen 49th Annual Technology Media & Telecom Conference June 1, 2021 09:10 – 9:40 am EDT Webcast link",40,,,,,https://www.ceragon.com/investors/webcasts,10
3085620724,finalized,3,7/28/2021 11:23:37,NEEDHAM,1.0,05/19/2021,1.0,08:45,1.0,Conference,1.0,None,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"The 16th Annual Needham Virtual Technology & Media Conference May 19, 2021 08:45 am ET Webcast link",41,,,,,https://www.ceragon.com/investors/webcasts,10
3085620725,finalized,4,7/28/2021 12:32:48,NONE,1.0,05/03/2021,1.0,09:00,1.0,Conference,1.0,2021,1.0,Quarter 1/Q1,1.0,EDT/EST/ET,1.0,,,,"Q1 2021 zoom web conference (registration required) May 3, 2021 9:00am ET",42,,,,,https://www.ceragon.com/investors/webcasts,10
3085620726,finalized,3,7/29/2021 11:08:29,NEEDHAM,1.0,01/12/2021,1.0,10:00,1.0,Conference,1.0,None,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"The 23rd Annual Needham Growth Conference January 12, 2021 10:00am ET  Audio/webcast replay",43,,,,,https://www.ceragon.com/investors/webcasts,10
3085620727,finalized,3,7/29/2021 10:36:10,OPPENHEIMER,1.0,12/15/2020,0.6625,13:00,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Oppenheimer: 5G Summit: Exploring the Inflection Points (Virtual Conference) December 15, 2020 8:00am - 1:00pm ET  Webcast link",44,,,,,https://www.ceragon.com/investors/webcasts,10
3085620728,finalized,3,7/29/2021 13:04:36,RAYMOND JAMES,1.0,06/23/2021,1.0,08:00,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Raymond James Human Health Innovation Conference June 23, 2021 • 8:00am ET  Webcast",45,,,,,https://www.tonixpharma.com/news-events/investor-presentations,11
3085620729,finalized,3,7/29/2021 14:20:50,AMERICAN SOCIETY OF CLINICAL PSYCHOPHARMACOLOGY (ASCP),1.0,06/04/2021,1.0,,,Shareholder_Meeting,1.0,2021,1.0,Annual/Yearly,1.0,None,1.0,,,,"2021 American Society of Clinical Psychopharmacology (ASCP) Annual Meeting June 1 - June 4, 2021 Virtual",46,,,,,https://www.tonixpharma.com/news-events/investor-presentations,11
3085620730,finalized,3,7/29/2021 12:50:44,NONE,1.0,05/17/2021,1.0,15:30,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"May Investor Summit Virtual Conference May 17, 2021 • 3:30pm ET  Webcast",47,,,,,https://www.tonixpharma.com/news-events/investor-presentations,11
3085620731,finalized,3,7/29/2021 14:34:35,NONE,1.0,05/07/2021,1.0,11:00,1.0,Shareholder_Meeting,1.0,None,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"Annual Meeting of Shareholders May 7, 2021 • 11:00am ET Virtual Meeting   Webcast",48,,,,,https://www.tonixpharma.com/news-events/investor-presentations,11
3085620732,finalized,3,7/29/2021 10:21:31,NEEDHAM,1.0,04/14/2021,0.6701,08:00,1.0,Conference,1.0,None,1.0,Annual/Yearly,1.0,EDT/EST/ET,1.0,,,,"20th Annual Needham Virtual Healthcare Conference April 14, 2021 • 8:00 am ET  Webcast",49,,,,,https://www.tonixpharma.com/news-events/investor-presentations,11
3085620733,finalized,4,7/28/2021 12:32:48,NONE,1.0,07/13/2021,1.0,07:00,1.0,None/Other,1.0,None,1.0,None/Other,1.0,CDT/CST/CT,1.0,,,,"The Anatomy of a Super Basin: Petroleum Systems of the Permian Basin, USA Jul 13, 2021 | 07:00 AM CST",50,,,,,https://www.halliburton.com/en-US/events/default.page?node-id=hgbr8q6m,12
3085620734,finalized,3,7/29/2021 09:21:23,NONE,1.0,07/14/2021,1.0,09:00,1.0,None/Other,1.0,None,1.0,None/Other,1.0,CDT/CST/CT,1.0,,,,"Optimize Rate of Penetration for Maximum Productivity using Artificial Intelligence Jul 14, 2021 | 09:00 AM CST",51,,,,,https://www.halliburton.com/en-US/events/default.page?node-id=hgbr8q6m,12
3085620735,finalized,3,7/28/2021 12:37:11,NONE,1.0,07/15/2021,1.0,08:30,1.0,None/Other,1.0,None,1.0,None/Other,1.0,CDT/CST/CT,1.0,,,,"Structural and Stratigraphic Controls of Well Placement in a Highly Compartmentalized Basin: A Collaborative Well Planning Story Jul 15, 2021 | 08:30 AM CST",52,,,,,https://www.halliburton.com/en-US/events/default.page?node-id=hgbr8q6m,12
3085620736,finalized,3,7/29/2021 11:48:17,DECISIONSPACE® 365,1.0,07/22/2021,0.6625,08:30,1.0,None/Other,1.0,None,1.0,None/Other,1.0,CDT/CST/CT,1.0,,,,"Introducing DecisionSpace® 365 Essentials – Well Construction Software Jul 22, 2021 | 08:30 AM CST",53,,,,,https://www.halliburton.com/en-US/events/default.page?node-id=hgbr8q6m,12
3085620737,finalized,3,7/28/2021 12:28:43,NONE,1.0,08/12/2021,1.0,08:00,1.0,None/Other,1.0,None,1.0,None/Other,1.0,CDT/CST/CT,1.0,,,,"Intelligent Subsurface Characterization Aug 12, 2021 | 08:00 AM CST",54,,,,,https://www.halliburton.com/en-US/events/default.page?node-id=hgbr8q6m,12
3085620738,finalized,3,7/28/2021 12:37:11,THE PNC FINANCIAL SERVICES GROUP,0.6757,07/14/2021,1.0,10:00,1.0,Earnings_Call,1.0,2021,1.0,Quarter 2/Q2,1.0,EDT/EST/ET,1.0,,,,"Q2 2021 The PNC Financial Services Group Earnings Conference Call Wednesday, July 14, 2021 10:00 am EDT",55,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620739,finalized,3,7/29/2021 10:36:10,PNC FINANCIAL SERVICES GROUP,1.0,04/27/2021,1.0,11:00,1.0,Shareholder_Meeting,1.0,2021,1.0,Annual/Yearly,0.6625,EDT/EST/ET,1.0,,,,"The PNC Financial Services Group 2021 Annual Meeting of Shareholders Tuesday, April 27, 2021 11:00 am EDT",56,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620740,finalized,3,7/28/2021 12:33:13,THE PNC FINANCIAL SERVICES GROUP,0.6757,04/16/2021,0.6729,09:00,1.0,Earnings_Call,1.0,2021,1.0,Quarter 1/Q1,1.0,EDT/EST/ET,1.0,,,,"Q1 2021 The PNC Financial Services Group Earnings Conference Call Friday, April 16, 2021 9:00 am EDT",57,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620741,finalized,3,7/28/2021 12:33:13,THE PNC FINANCIAL SERVICES GROUP,0.6757,,,,,Earnings_Call,0.6514,2020,1.0,Quarter 4/Q4,1.0,None,1.0,,,,Q4 2020 The PNC Financial Services Group Earnings Conference Call,58,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620742,finalized,3,7/29/2021 13:04:36,PNC FINANCIAL SERVICES GROUP,1.0,06/15/2021,1.0,11:00,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"The PNC Financial Services Group at the Morgan Stanley US Financials Conference Tuesday, June 15, 2021 11:00 am EDT",59,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620743,finalized,4,7/28/2021 13:48:08,UBS,1.0,05/25/2021,1.0,12:00,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"May 25, 2021 at 12:00 PM EDT UBS Virtual Global Healthcare Conference Listen to Webcast",60,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620744,finalized,3,7/29/2021 13:45:18,NEEDHAM,1.0,04/12/2021,1.0,08:45,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,0.6806,,,,"Apr 12, 2021 at 8:45 AM EDT Needham Virtual Healthcare Conference Listen to Webcast",61,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620745,finalized,3,7/29/2021 11:48:17,OPPENHEIMER,1.0,03/16/2021,1.0,09:20,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Mar 16, 2021 at 9:20 AM EDT Oppenheimer Virtual Healthcare Conference Listen to Webcast",62,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620746,finalized,4,7/28/2021 13:48:08,BARCLAYS,1.0,03/09/2021,1.0,08:00,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Mar 9, 2021 at 8:00 AM EST Barclays Virtual Global Healthcare Conference Listen to Webcast",63,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620747,finalized,4,7/28/2021 12:43:38,J.P. MORGAN,1.0,01/14/2021,1.0,14:50,1.0,Conference,1.0,None,1.0,None/Other,1.0,EDT/EST/ET,1.0,,,,"Jan 14, 2021 at 2:50 PM EST J.P. Morgan Virtual Healthcare Conference Listen to Webcast",64,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620748,finalized,4,7/28/2021 12:32:48,BIMINI CAPITAL MANAGEMENT,1.0,05/14/2021,1.0,10:00,1.0,Earnings_Call,1.0,2021,1.0,Quarter 1/Q1,1.0,EDT/EST/ET,1.0,,,,05/14/2021 10:00 AM ET Bimini Capital Management First Quarter 2021 Earnings Call,65,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620749,finalized,3,7/29/2021 11:08:29,BIMINI CAPITAL MANAGEMENT,1.0,03/12/2021,1.0,10:00,1.0,Earnings_Call,1.0,2020,1.0,Quarter 4/Q4,1.0,EDT/EST/ET,1.0,,,,03/12/2021 10:00 AM ET Bimini Capital Management Fourth Quarter 2020 Earnings Call,66,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620750,finalized,3,7/29/2021 14:20:50,BIMINI CAPITAL MANAGEMENT,1.0,11/06/2020,1.0,10:00,1.0,Earnings_Call,1.0,2020,1.0,Quarter 3/Q3,1.0,EDT/EST/ET,1.0,,,,11/06/2020 10:00 AM EST Bimini Capital Management Third Quarter 2020 Earnings Call,67,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620751,finalized,3,7/29/2021 14:01:02,BIMINI CAPITAL MANAGEMENT,1.0,08/14/2020,1.0,10:00,1.0,Earnings_Call,1.0,2020,1.0,Quarter 2/Q2,1.0,EDT/EST/ET,1.0,,,,08/14/2020 10:00 AM EDT Bimini Capital Management Second Quarter 2020 Earnings Call,68,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620752,finalized,4,7/28/2021 12:43:38,BIMINI CAPITAL MANAGEMENT,1.0,05/15/2020,1.0,10:00,1.0,Earnings_Call,1.0,2020,1.0,Quarter 1/Q1,1.0,EDT/EST/ET,1.0,,,,05/15/2020 10:00 AM EDT Bimini Capital Management First Quarter 2020 Earnings Call,69,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620753,finalized,3,7/28/2021 12:28:43,"CONTINENTAL RESOURCES, INC.",1.0,08/03/2021,1.0,12:00,1.0,Earnings_Call,1.0,2021,1.0,Quarter 2/Q2,1.0,CDT/CST/CT,1.0,,,,"Tuesday, August 3, 2021  11:00am - 12:00pm CDT 2Q 2021 Continental Resources, Inc. Earnings Conference Call",70,,,,,https://investors.clr.com/event-calendar,17
