_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,copy_the_company_name_from_the_text,enter_date_here_mmddyyyy,enter_time_here_hhmm_pmam,please_select_the_event_type,select_fiscal_year,select_the_fiscal_period_check_as_many_as_it_applies,select_timezone,copy_the_company_name_from_the_text_gold,enter_date_here_mmddyyyy_gold,enter_time_here_hhmm_pmam_gold,event_text,id,please_select_the_event_type_gold,select_fiscal_year_gold,select_the_fiscal_period_check_as_many_as_it_applies_gold,select_timezone_gold,url,url_id
3085620686,7/29/2021 13:13:21,6138199067,7/29/2021 12:59:05,false,cf_internal,0.9384,45232718,IN,West Bengal,Kolkata,223.31.230.39,ASTRONICS,02/23/2021,11:00,Earnings_Call,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Q4 2020 Astronics Earnings Conference Call Feb 23, 2021 • 11:00am EDT",3,,,,,https://investors.astronics.com/news-events/ir-calendar,1
3085620686,7/29/2021 13:45:18,6138284678,7/29/2021 13:32:47,false,cf_internal,1,46372353,IN,West Bengal,Kolkata,223.31.230.39,ASTRONICS,02/23/2021,11:00,Earnings_Call,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Q4 2020 Astronics Earnings Conference Call Feb 23, 2021 • 11:00am EDT",3,,,,,https://investors.astronics.com/news-events/ir-calendar,1
3085620687,7/29/2021 09:47:30,6137673206,7/29/2021 09:31:29,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,BAIRD,11/11/2020,,Conference,2020,None/Other,None,,,,"Baird 2020 Global Industrial Conference Nov 11, 2020",4,,,,,https://investors.astronics.com/news-events/ir-calendar,1
3085620687,7/29/2021 09:52:23,6137676355,7/29/2021 09:30:46,false,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,BAIRD,11/11/2020,,Conference,2020,None/Other,None,,,,"Baird 2020 Global Industrial Conference Nov 11, 2020",4,,,,,https://investors.astronics.com/news-events/ir-calendar,1
3085620687,7/29/2021 10:21:31,6137697151,7/29/2021 10:07:05,false,cf_internal,0.9384,45232718,IN,West Bengal,Kolkata,223.31.230.39,BAIRD,11/11/2020,,Conference,2020,None/Other,None,,,,"Baird 2020 Global Industrial Conference Nov 11, 2020",4,,,,,https://investors.astronics.com/news-events/ir-calendar,1
3085620688,7/28/2021 09:27:30,6135972793,7/28/2021 09:22:26,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,NONE,05/19/2021,10:00,Shareholder_Meeting,2021,Annual/Yearly,PDT/PST/PT,,,,"May 19, 2021 10:00 am PDT 2021 Annual Meeting of Stockholders",5,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620688,7/28/2021 10:27:55,6136011462,7/28/2021 10:22:47,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,05/19/2021,10:00,Shareholder_Meeting,2021,Annual/Yearly,PDT/PST/PT,,,,"May 19, 2021 10:00 am PDT 2021 Annual Meeting of Stockholders",5,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620688,7/28/2021 11:11:41,6136046977,7/28/2021 11:01:46,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,NONE,05/19/2021,10:00,Shareholder_Meeting,2021,Annual/Yearly,PDT/PST/PT,,,,"May 19, 2021 10:00 am PDT 2021 Annual Meeting of Stockholders",5,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620688,7/28/2021 13:09:59,6136306892,7/28/2021 12:58:35,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,05/19/2021,10:00,Shareholder_Meeting,2021,Annual/Yearly,PDT/PST/PT,,,,"May 19, 2021 10:00 am PDT 2021 Annual Meeting of Stockholders",5,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620689,7/28/2021 09:21:01,6135969012,7/28/2021 09:14:20,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,NONE,05/10/2021,16:30,Earnings_Call,2021,Quarter 1/Q1,EDT/EST/ET,,,,"May 10, 2021 4:30 pm EDT First Quarter 2021 Earnings Conference Call",6,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620689,7/28/2021 09:58:34,6135990751,7/28/2021 09:53:56,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,05/10/2021,16:30,Earnings_Call,2021,Quarter 1/Q1,EDT/EST/ET,,,,"May 10, 2021 4:30 pm EDT First Quarter 2021 Earnings Conference Call",6,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620689,7/28/2021 11:01:43,6136038631,7/28/2021 10:54:57,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,NONE,05/10/2021,16:30,Earnings_Call,2021,Quarter 1/Q1,EDT/EST/ET,,,,"May 10, 2021 4:30 pm EDT First Quarter 2021 Earnings Conference Call",6,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620689,7/28/2021 12:43:38,6136216782,7/28/2021 12:34:04,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,05/10/2021,16:30,Earnings_Call,2021,Quarter 1/Q1,EDT/EST/ET,,,,"May 10, 2021 4:30 pm EDT First Quarter 2021 Earnings Conference Call",6,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620690,7/28/2021 08:13:45,6135929249,7/28/2021 08:08:22,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,NONE,03/08/2021,16:30,Earnings_Call,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Mar 8, 2021 4:30 pm EDT Fourth Quarter 2020 Earnings Conference Call",7,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620690,7/28/2021 09:39:42,6135979706,7/28/2021 09:35:21,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,03/08/2021,16:30,Earnings_Call,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Mar 8, 2021 4:30 pm EDT Fourth Quarter 2020 Earnings Conference Call",7,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620690,7/28/2021 10:54:54,6136033403,7/28/2021 10:49:18,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,NONE,03/08/2021,16:30,Earnings_Call,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Mar 8, 2021 4:30 pm EDT Fourth Quarter 2020 Earnings Conference Call",7,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620690,7/28/2021 12:32:48,6136180214,7/28/2021 12:22:40,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,04/08/2021,16:30,Earnings_Call,None,Quarter 4/Q4,EDT/EST/ET,,,,"Mar 8, 2021 4:30 pm EDT Fourth Quarter 2020 Earnings Conference Call",7,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620691,7/29/2021 12:52:00,6138137370,7/29/2021 12:46:22,false,cf_internal,1.0,45968379,IN,West Bengal,Kolkata,202.142.71.42,NONE,11/05/2020,16:30,Earnings_Call,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Nov 5, 2020 4:30 pm EDT Third Quarter 2020 Earnings Conference Call",8,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620691,7/29/2021 13:13:21,6138199088,7/29/2021 12:59:05,false,cf_internal,0.9384,45232718,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/05/2020,16:30,Earnings_Call,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Nov 5, 2020 4:30 pm EDT Third Quarter 2020 Earnings Conference Call",8,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620691,7/29/2021 13:45:18,6138284679,7/29/2021 13:32:47,false,cf_internal,1.0,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/05/2020,16:30,Earnings_Call,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Nov 5, 2020 4:30 pm EDT Third Quarter 2020 Earnings Conference Call",8,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620692,7/29/2021 13:06:36,6138180708,7/29/2021 12:58:09,false,cf_internal,1.0,45968379,IN,West Bengal,Kolkata,202.142.71.42,NONE,08/06/2020,15:00,Earnings_Call,2020,Quarter 2/Q2,EDT/EST/ET,,,,"Aug 6, 2020 3:00 pm EDT Second Quarter 2020 Earnings Conference Call",9,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620692,7/29/2021 14:00:47,6138300207,7/29/2021 13:40:46,false,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,08/06/2020,15:00,Earnings_Call,2020,Quarter 2/Q2,EDT/EST/ET,,,,"Aug 6, 2020 3:00 pm EDT Second Quarter 2020 Earnings Conference Call",9,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620692,7/29/2021 14:01:02,6138300434,7/29/2021 13:45:21,false,cf_internal,1.0,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,08/06/2020,15:00,Earnings_Call,2020,Quarter 2/Q2,EDT/EST/ET,,,,"Aug 6, 2020 3:00 pm EDT Second Quarter 2020 Earnings Conference Call",9,,,,,http://investors.fullhouseresorts.com/news-event/presentations,2
3085620693,7/29/2021 10:26:25,6137700899,7/29/2021 10:05:54,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,06/11/2021,08:30,Shareholder_Meeting,None,None/Other,EDT/EST/ET,,,,"Special Meeting of Stockholders Jun 11, 2021 at 8:30 AM EDT Shareholder control number required to join Listen to Webcast",10,,,,,https://www.aboutstay.com/news-releases/events,3
3085620693,7/29/2021 10:47:44,6137735169,7/29/2021 10:22:14,false,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,NONE,06/11/2021,08:30,Shareholder_Meeting,None,None/Other,EDT/EST/ET,,,,"Special Meeting of Stockholders Jun 11, 2021 at 8:30 AM EDT Shareholder control number required to join Listen to Webcast",10,,,,,https://www.aboutstay.com/news-releases/events,3
3085620693,7/29/2021 11:08:29,6137799916,7/29/2021 10:52:17,false,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,06/11/2021,08:30,Shareholder_Meeting,None,None/Other,EDT/EST/ET,,,,"Special Meeting of Stockholders Jun 11, 2021 at 8:30 AM EDT Shareholder control number required to join Listen to Webcast",10,,,,,https://www.aboutstay.com/news-releases/events,3
3085620694,7/29/2021 10:46:49,6137732835,7/29/2021 10:26:28,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,02/26/2021,08:30,Earnings_Release,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620694,7/29/2021 11:05:52,6137790661,7/29/2021 10:47:48,false,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,NONE,02/26/2021,08:30,Earnings_Release,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620694,7/29/2021 11:33:47,6137888530,7/29/2021 11:10:45,false,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,02/26/2021,08:30,Earnings_Release,2020,Quarter 4/Q4,EDT/EST/ET,,,,"Fourth Quarter 2020 Earnings Feb 26, 2021 at 8:30 AM EST Listen to Webcast",11,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,7/29/2021 12:58:06,6138151643,7/29/2021 12:52:03,false,cf_internal,1.0,45968379,IN,West Bengal,Kolkata,202.142.71.42,NONE,11/10/2020,08:30,Earnings_Release,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,7/29/2021 13:46:19,6138285779,7/29/2021 13:33:11,false,cf_internal,0.9384,45232718,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/10/2020,08:30,Earnings_Release,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620695,7/29/2021 13:54:39,6138294209,7/29/2021 13:39:03,false,cf_internal,1.0,44568547,IN,West Bengal,Kolkata,223.31.230.39,NONE,11/10/2020,08:30,Earnings_Release,2020,Quarter 3/Q3,EDT/EST/ET,,,,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",12,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 09:21:01,6135969024,7/28/2021 09:14:20,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,STIFEL,06/10/2020,09:20,Conference,None,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 09:58:34,6135990758,7/28/2021 09:53:56,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,STIFEL,06/10/2020,09:20,Conference,2020,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 11:01:43,6136038625,7/28/2021 10:54:57,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,STIFEL,06/10/2020,09:20,Conference,2020,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620696,7/28/2021 12:43:38,6136216781,7/28/2021 12:34:04,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,STIFEL,06/10/2020,09:20,Conference,None,None/Other,EDT/EST/ET,,,,"Stifel 2020 Cross Sector Insight Conference Jun 10, 2020 at 9:20 AM EDT Listen to Webcast",13,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,7/29/2021 10:46:49,6137732825,7/29/2021 10:26:28,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,05/07/2020,08:30,Earnings_Release,2020,Quarter 1/Q1,EDT/EST/ET,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,7/29/2021 11:05:52,6137790651,7/29/2021 10:47:48,false,cf_internal,0.9461,44475789,IN,West Bengal,Kolkata,223.31.230.39,NONE,05/07/2020,08:30,Earnings_Release,2020,Quarter 1/Q1,EDT/EST/ET,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620697,7/29/2021 11:33:47,6137888529,7/29/2021 11:10:45,false,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,05/07/2020,08:30,Earnings_Release,2020,Quarter 1/Q1,EDT/EST/ET,,,,"First Quarter 2020 Earnings May 7, 2020 at 8:30 AM EDT Listen to Webcast",14,,,,,https://www.aboutstay.com/news-releases/events,3
3085620698,7/27/2021 20:25:08,6135118731,7/27/2021 20:13:08,false,cf_internal,1,46496807,US,California,Mountain View,107.128.214.232,NONE,07/23/2021,09:00,Earnings_Release,2021,Quarter 2/Q2,CDT/CST/CT,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620698,7/27/2021 23:22:41,6135400146,7/27/2021 23:16:24,false,cf_internal,1,46540135,HK,Hong Kong,"",103.135.249.136,NONE,07/23/2021,09:00,Earnings_Release,2021,Quarter 2/Q2,CDT/CST/CT,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620698,7/28/2021 08:06:54,6135925443,7/28/2021 07:52:21,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,07/23/2021,09:00,Earnings_Release,2021,Quarter 2/Q2,CDT/CST/CT,,,,"Jul 23, 2021 at 9:00 AM CDT	 Second Quarter 2021 Earnings Click here for webcast",15,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,7/29/2021 14:13:55,6138311596,7/29/2021 14:03:50,false,cf_internal,1.0,44568547,IN,West Bengal,Kolkata,223.31.230.39,NONE,10/25/2021,09:00,Earnings_Release,2021,Quarter 3/Q3,CDT/CST/CT,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,7/29/2021 14:15:39,6138313057,7/29/2021 14:01:05,false,cf_internal,1.0,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,10/25/2021,09:00,Earnings_Release,2021,Quarter 3/Q3,CDT/CST/CT,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620699,7/29/2021 14:34:35,6138327777,7/29/2021 14:18:49,false,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,10/25/2021,09:00,Earnings_Release,2021,Quarter 3/Q3,CDT/CST/CT,,,,"Oct 25, 2021 at 9:00 AM CDT	 Third Quarter 2021 Earnings",16,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,7/28/2021 10:23:51,6136008324,7/28/2021 10:16:56,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,BERNSTEIN,06/03/2021,10:00,Conference,2021,None/Other,CDT/CST/CT,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,7/28/2021 11:43:39,6136076817,7/28/2021 11:34:15,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,BERNSTEIN,06/03/2021,10:00,Conference,2021,None/Other,CDT/CST/CT,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620700,7/28/2021 12:40:47,6136209889,7/28/2021 12:37:14,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,BERNSTEIN,06/03/2021,10:00,Conference,2021,None/Other,CDT/CST/CT,,,,"Jun 3, 2021 at 10:00 AM CDT	 Bernstein’s 2021 Strategic Decisions Conference Click here for webcast",17,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 09:27:30,6135972805,7/28/2021 09:22:26,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,NONE,04/29/2021,09:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 10:27:55,6136011465,7/28/2021 10:22:47,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,NONE,04/29/2021,09:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 11:11:41,6136046978,7/28/2021 11:01:46,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,NONE,04/29/2021,09:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620701,7/28/2021 13:09:59,6136306889,7/28/2021 12:58:35,false,cf_internal,0.9599,45232892,IN,West Bengal,Kolkata,223.31.230.39,NONE,04/29/2021,09:00,Shareholder_Meeting,2021,Annual/Yearly,CDT/CST/CT,,,,"Apr 29, 2021 at 9:00 AM CDT	 2021 Annual Meeting of Stockholders Click here for live webcast of Annual Meeting",18,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,7/29/2021 14:13:55,6138311603,7/29/2021 14:03:50,false,cf_internal,1.0,44568547,IN,West Bengal,Kolkata,223.31.230.39,NONE,04/23/2021,09:00,Earnings_Release,2021,Quarter 1/Q1,CDT/CST/CT,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,7/29/2021 14:15:39,6138313073,7/29/2021 14:01:05,false,cf_internal,1.0,46372353,IN,West Bengal,Kolkata,223.31.230.39,NONE,04/23/2021,09:00,Earnings_Release,2021,Quarter 1/Q1,CDT/CST/CT,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620702,7/29/2021 14:34:35,6138327760,7/29/2021 14:18:49,false,cf_internal,0.957,46416640,IN,West Bengal,Kolkata,223.31.230.39,NONE,04/23/2021,09:00,Earnings_Release,2021,Quarter 1/Q1,CDT/CST/CT,,,,"Apr 23, 2021 at 9:00 AM CDT	 First Quarter 2021 Earnings Click here for webcast",19,,,,,https://investor.kimberly-clark.com/events-and-presentations/events,4
3085620703,7/28/2021 10:10:24,6135998282,7/28/2021 10:05:21,false,cf_internal,0.9384,44474126,IN,West Bengal,Kolkata,14.99.28.194,SUTRO BIOPHARMA,06/15/2021,07:09,Conference,None,None/Other,EDT/EST/ET,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620703,7/28/2021 11:23:25,6136057445,7/28/2021 11:10:28,false,cf_internal,0.9304,45431031,IN,West Bengal,Kolkata,115.112.75.70,SUTRO BIOPHARMA,06/15/2021,07:09,Conference,None,None/Other,EDT/EST/ET,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
3085620703,7/28/2021 12:33:13,6136181622,7/28/2021 12:28:46,false,cf_internal,1.0,46420152,IN,West Bengal,Kolkata,14.99.28.194,SUTRO BIOPHARMA,06/15/2021,07:09,Conference,None,None/Other,EDT/EST/ET,,,,"JUN 15, 2021 7:09AM EDT Sutro Biopharma to Participate in Two Virtual Investor Conferences in June",20,,,,,https://ir.sutrobio.com/company-information/presentations,5
